customer_id,full_name,age,state,monthly_income,account_balance,phone_number,employment_type,account_type,previous_loans,marital_status,education_level,registration_date,credit_score
CUS146,Emeka Adeyemi,40.0,Plateau,232546.0,3162719.0,08078237648,Government,Fixed Deposit,1,Married,Masters,2015-07-13,1000.0
CUS054,Peace Eze,64.0,Imo,101800.0,2368031.0,08063962279,Retired,Fixed Deposit,1,Single,Masters,2021-05-30,547.0
CUS120,Peace Ibrahim,32.0,Borno,281077.0,4916908.0,08082317979,Private,Savings,0,Separated,Primary,2016-02-03,558.0
CUS078,Victor Nwachukwu,40.0,Ondo,193080.0,2068618.0,08031479929,Retired,Savings,4,Divorced,University,2019-02-13,304.0
CUS141,Rasheed Garba,77.0,Delta,182199.0,2884839.0,08052499214,Government,Savings,3,Widowed,University,2015-11-11,818.0
CUS154,Rasheed Ogbonna,51.0,Anambra,118882.0,3400633.0,08046583092,Student,Student,3,Divorced,Secondary,2019-09-24,822.0
CUS209,Kingsley Qasim,29.0,Edo,488655.0,3196627.0,08087637150,Government,Current,0,Single,PhD,2023-03-21,415.0
CUS236,Janet Okoro,62.0,Kogi,433637.0,3262970.0,,Self-employed,Fixed Deposit,0,Widowed,Primary,2016-09-27,833.0
CUS133,Ahmed Jibril,66.0,Katsina,231809.0,4102063.0,08069896833,Self-employed,Fixed Deposit,1,Single,PhD,2024-07-06,321.0
CUS160,Victor Taiwo,72.0,Bayelsa,329940.0,1885482.0,08092848647,Government,Student,0,Married,University,2024-08-22,467.0
CUS246,Musa Adeyemi,34.0,Borno,339029.0,4529107.0,08057291107,Government,Savings,1,Widowed,PhD,2018-08-31,837.0
CUS121,Daniel Patel,74.0,Oyo,390383.0,3943817.0,08071557580,Student,Current,0,Widowed,University,2018-01-01,386.0
CUS241,Lydia Ogbonna,66.0,Borno,317743.0,3287948.0,,Government,Fixed Deposit,0,Widowed,Secondary,2018-08-21,584.0
CUS214,Olumide Yusuf,62.0,Benue,304742.0,1487640.0,08075670435,Government,Student,0,Divorced,University,2022-12-05,558.0
CUS124,Chidi Yakubu,42.0,Borno,316678.0,4318670.0,08032467324,Student,Student,3,Divorced,Masters,2023-03-13,578.0
CUS079,Ola Abubakar,45.0,Bayelsa,496295.0,3469547.0,08052409043,Government,Current,0,Divorced,University,2017-02-09,796.0
CUS115,Patricia Hassan,52.0,Kwara,94339.0,2238748.0,08077082134,Government,Fixed Deposit,4,Widowed,University,2024-09-21,350.0
CUS020,Yemi Raji,28.0,Kogi,391506.0,814461.0,08056491626,Government,Current,0,Single,Secondary,2018-10-02,777.0
CUS034,Tunde Nnadi,68.0,Lagos,444388.0,1911070.0,08062673816,Private,Fixed Deposit,0,Widowed,Secondary,2018-09-14,349.0
CUS991,Isaac Jibril,37.0,Abia,286806.0,3477830.0,08043136611,Student,Savings,5,Divorced,Primary,2018-10-25,419.0
CUS180,Uche Adeyemi,70.0,Borno,298182.0,3491925.0,08082929321,Retired,Current,3,Single,Secondary,2020-05-21,374.0
CUS137,Stella Kalu,47.0,Anambra,35561.0,642009.0,08095580599,Private,Fixed Deposit,0,Single,Secondary,2019-06-11,707.0
CUS202,Blessing Adeyemi,49.0,Akwa Ibom,411312.0,1216823.0,08078047676,Self-employed,Savings,0,Married,University,2024-05-04,463.0
CUS150,Sarah Chioma,72.0,Kano,90812.0,3798578.0,08064622834,Retired,Savings,2,Married,University,2016-04-29,578.0
CUS232,Sarah Osei,58.0,Bayelsa,268952.5,2912579.0,08034284552,Retired,Student,5,Single,Secondary,2018-03-07,763.0
CUS045,Musa Sani,33.0,Jigawa,450933.0,1439153.0,08072185655,Government,Student,0,Single,PhD,2018-06-07,762.0
CUS009,Uma Kalu,61.0,Gombe,475067.0,2043425.0,08065895013,Government,Student,0,Married,PhD,2023-07-13,837.0
CUS190,Daniel Nwachukwu,78.0,Imo,483859.0,1044386.0,08094873387,Government,Current,5,Single,Masters,2022-06-18,605.0
CUS086,Blessing Ibrahim,52.0,Kebbi,234400.0,2398190.0,08042550432,Government,Current,2,Widowed,Primary,2020-12-19,749.0
CUS184,Moses Adeyemi,41.0,Anambra,385952.0,1042190.0,08078677248,Government,Savings,0,Single,Masters,2022-06-01,578.0
CUS055,Fatima Mahmud,27.0,Ekiti,187998.0,4503902.0,08087487454,Student,Fixed Deposit,0,Single,Primary,2018-06-08,337.0
CUS013,Moses Wale,76.0,Lagos,385060.0,3760851.0,08058474990,Retired,Current,0,Single,University,2017-04-12,503.0
CUS161,Isaac Taiwo,32.0,Abia,368258.0,3874671.0,08092911609,Private,Student,4,Widowed,PhD,2018-09-28,790.0
CUS144,Rasheed Adeyemi,46.0,Kogi,175589.0,2085913.0,08083294756,Private,Current,3,Divorced,Secondary,2022-06-19,357.0
CUS010,Rasheed Igwe,38.0,Edo,383863.0,2273210.0,08065195416,Government,Current,3,Married,PhD,2021-07-31,432.0
CUS165,Halima Sani,56.0,Kog,47929.0,282677.0,08098475431,Student,Fixed Deposit,2,Married,PhD,2022-12-21,441.0
CUS176,Amara Ogbonna,19.0,Gombe,307248.0,3221776.0,08011966340,Private,Fixed Deposit,5,Not Married,University,2020-06-25,676.0
CUS024,Grace Adeyemi,52.0,Abia,100614.0,3765692.0,08088755292,Self-employed,Savings,0,Married,Primary,2016-12-26,780.0
CUS196,Stella Eze,60.0,Kaduna,99567.0,123482.0,08041607851,Self-employed,Current,0,Single,Primary,2023-01-29,669.0
CUS211,Ibrahim Nwachukwu,37.0,Ekiti,385225.0,2463614.0,08031712170,Government,Student,4,Widowed,University,2022-07-13,831.0
CUS218,Blessing Williams,54.0,Kaduna,71975.0,3000396.0,08015212197,Self-employed,Fixed Deposit,4,Divorced,Primary,2023-05-19,1000.0
CUS038,Stella Jibril,19.0,Akwa Ibom,91866.0,945224.0,08041530609,Retired,Savings,0,Married,PhD,2022-05-26,458.0
CUS242,Yemi Nnadi,76.0,Bayelsa,174936.0,516423.0,08016018863,Self-employed,Student,0,Divorced,Primary,2024-06-29,332.0
CUS117,Stella Ogbonna,79.0,Sokoto,274344.0,3226447.0,08099141650,Private,Student,0,Widowed,PhD,2018-05-22,725.0
CUS151,Raymond Wale,49.0,Kebbi,435020.0,1785112.0,08087089277,Self-employed,Current,0,Widowed,Masters,2022-05-03,679.0
CUS016,Halima Okafor,19.0,Katsina,136108.0,4696841.0,08031399477,Student,Current,2,Widowed,University,2023-05-13,332.0
CUS061,Fatima Garba,41.0,Borno,248820.0,4855653.0,08013807063,Self-employed,Student,1,Divorced,Masters,2018-08-15,613.0
CUS103,Emeka Hassan,71.0,Katsina,246738.0,4420268.0,08045093899,Self-employed,Savings,0,Divorced,Secondary,2020-04-01,594.0
CUS240,Ahmed Sani,27.0,Ekiti,158162.0,837276.0,08013894241,Student,Student,2,Single,PhD,2023-02-23,500.0
CUS092,Zainab Eze,68.0,Taraba,486882.0,3494391.0,08013918116,Government,Savings,0,Married,Secondary,2015-08-17,846.0
CUS125,Kingsley Sani,40.0,Imo,279716.0,2395949.0,08032884458,Government,Current,2,Single,Primary,2016-10-23,818.0
CUS163,Tunde Danjuma,56.0,Edo,66929.0,1813722.0,,Retired,Fixed Deposit,0,Married,PhD,2018-06-21,411.0
CUS012,Uche Mahmud,31.0,Benue,329735.0,4205226.0,08091594317,Self-employed,Current,0,Widowed,PhD,2017-04-04,711.0
CUS152,Olumide Ogbonna,47.0,Benue,472567.0,4028837.0,08045805161,Retired,Student,3,Married,Secondary,2021-08-18,837.0
CUS062,Timothy Patel,36.0,Ebonyi,394313.0,2700020.0,08015123891,Retired,Student,2,Married,Secondary,2018-11-13,392.0
CUS019,Moses Adebayo,58.0,Yobe,439414.0,2574848.0,08011675940,Self-employed,Savings,2,Widowed,Masters,2021-01-08,408.0
CUS067,Raymond Sani,50.0,Gombe,163527.0,3557433.0,08051182970,Private,Student,2,Single,Masters,2021-06-11,779.0
CUS156,Amara Nwachukwu,29.0,Imo,369774.0,123463.0,08013474367,Government,Fixed Deposit,1,M,Masters,2020-03-10,780.0
CUS119,Moses Taiwo,46.0,Lagos,182149.0,4256540.0,08017251448,Private,Student,0,Divorced,Masters,2015-04-06,524.0
CUS082,Grace Hassan,34.0,Kano,268952.5,2827279.0,08094516047,Retired,Savings,2,Widowed,PhD,2019-05-02,651.0
CUS183,Isaac Usman,27.0,Yobe,392554.0,3603347.0,08040109067,Student,Student,3,Widowed,Secondary,2024-08-12,640.0
CUS188,Halima Igwe,74.0,Borno,82943.0,940295.0,08094975275,Government,Student,2,Married,University,2018-01-22,456.0
CUS166,Janet Ogbonna,79.0,Bayelsa,359863.0,3125882.0,08099950736,Self-employed,Current,0,Single,PhD,2022-06-10,465.0
CUS046,Zainab Lawal,72.0,Cross River,127992.0,1264953.0,08072156391,Student,Fixed Deposit,3,Divorced,Masters,2017-05-12,407.0
CUS050,Victor Jibril,18.0,Niger,358357.0,2615935.0,08048449785,Retired,Savings,0,Married,Masters,2020-07-11,837.0
CUS056,Moses Adeyemi,26.0,Gombe,282676.0,317470.0,08071504168,Private,Savings,4,divorced,PhD,2019-09-28,728.0
CUS171,Moses Sani,48.0,Adamawa,225557.0,1398540.0,08059401736,Student,Current,0,Single,Masters,2017-01-29,579.0
CUS001,Daniel Nwachukwu,62.0,Gombe,144633.0,70222.0,08096672314,Student,Student,5,Single,Primary,2023-08-19,597.0
CUS021,Kemi Hassan,42.0,Ondo,466334.0,1540224.0,08093159882,Student,Savings,4,Widowed,Masters,2018-06-09,578.0
CUS027,Sarah Mahmud,52.0,Ab.Uj.,198410.0,3977345.0,08019206480,Retired,Student,0,Divorced,PhD,2024-07-01,396.0
CUS170,Lawal Williams,68.0,Rivers,128063.0,4955549.0,08011850244,Retired,Current,0,married,University,2022-01-31,673.0
CUS186,Olumide Usman,40.0,Gombe,313984.0,1089799.0,08055411308,Retired,Current,0,Widowed,PhD,2015-02-06,597.0
CUS108,Blessing Mahmud,56.0,Gombe,406588.0,3473299.0,08091083514,Private,Current,3,Widowed,Primary,2017-09-25,807.0
CUS210,Blessing Okonkwo,61.0,Lagos,39468.0,1730740.0,08060768311,Retired,Savings,2,Divorced,PhD,2024-09-23,514.0
CUS208,Moses Okafor,46.0,Abuja,200734.0,1550524.0,08045904254,Private,Fixed Deposit,1,Married,PhD,2015-01-17,653.0
CUS185,Yemi Musa,70.0,Niger,369114.0,503745.0,08024562816,Private,Fixed Deposit,0,Divorced,PhD,2020-01-05,808.0
CUS059,Daniel Danjuma,58.0,Akwa Ibom,238567.0,1140357.0,08081203719,Retired,Savings,0,MARRIED,University,2020-03-03,376.0
CUS053,Daniel Okafor,70.0,Kebbi,197349.0,1770220.0,08051025857,Self-employed,Fixed Deposit,1,Married,University,2018-12-09,333.0
CUS089,Patricia Kalu,39.0,Anambra,93050.0,2492345.0,08076176959,Retired,Student,4,Widowed,Masters,2020-01-05,370.0
CUS164,Victor Sani,55.0,Ogu,343168.0,2610999.0,08036836725,Government,Student,0,Married,University,2024-08-04,495.0
CUS106,Zainab Kalu,27.0,Katsina,232550.0,154107.0,08010317065,Student,Savings,0,Married,Secondary,2019-11-12,597.0
CUS143,Blessing Usman,47.0,Nasarawa,394170.0,1777207.0,,Self-employed,Fixed Deposit,1,Divorced,University,2020-03-25,578.0
CUS159,Peace Nwosu,65.0,Ondo,101926.0,3292699.0,08036904024,Student,Fixed Deposit,4,Married,University,2018-07-07,512.0
CUS212,Raymond Musa,44.0,Jigawa,362297.0,3775344.0,08045026743,Private,Current,1,Widowed,PhD,2020-02-29,428.0
CUS216,Olumide Adebayo,44.0,Kwara,392715.0,3631854.0,08085924128,Private,Student,0,Divorced,Masters,2020-12-08,451.0
